CD_DIST,NM_DIST,M >= 70 ANOS,F >= 70 ANOS,AREA_KM2,POP_TOTAL
230850027,Manoel Correia,0,0,"183,9710515",683
230850030,Morada Nova,16,0,"213,1830207",2436
230850035,São Vicente,0,0,"104,3135384",509
230850040,Cacimbas,3,0,"175,1470406",1335
230850045,Nova União,8,0,"65,9756850",1323
230860905,Monsenhor Tabosa,76,0,"565,4887274",14214
230860910,Barreiros,4,0,"161,1908292",1253
230860915,Nossa Senhora do Livramento,3,0,"165,8586018",1682
230870805,Morada Nova,165,0,"406,9566255",37122
230870810,Aruaru,50,0,"480,3601089",8946
230870815,Boa Água,10,0,"319,4732114",2038
230870825,Juazeiro de Baixo,11,0,"223,8638201",2069
230870827,Lagoa Grande,10,0,"161,6232195",2646
230870830,Pedras,19,0,"294,3301081",2988
230870835,Roldão,20,0,"520,1927670",3592
230870840,Uiraponga,17,0,"357,1707493",2042
230880705,Moraújo,29,0,"328,8664306",5742
230880707,Boa Esperança,3,0,"41,8648815",1486
230880710,Várzea da Volta,5,0,"43,7144660",1026
230890605,Morrinhos,42,0,"235,9984835",14888
230890640,Sítio Alegre,28,0,"175,5876804",7865
230900305,Mucambo,85,0,"149,3587390",12298
230900310,Carqueijo,7,0,"19,8217349",731
230900315,Poço Verde,8,0,"23,0094080",637
230910205,Mulungu,35,0,"97,9505557",10569
230920105,Nova Olinda,68,0,"232,2771000",13769
230920130,Triunfo,10,0,"50,3072015",1630
230930005,Nova Russas,103,0,"128,6706622",21511
230930015,Canindezinho,8,0,"123,2151478",2262
230930019,Espacinha,6,0,"57,1812053",1020
230930025,Major Simplício,3,0,"60,1315056",971
230930030,Nova Betânia,6,0,"182,7838887",1727
230930045,São Pedro,4,0,"25,4194648",1267
230930050,Irapuá,3,0,"26,4924402",393
230930055,Moringue,3,0,"41,7082913",807
230930060,Miguel Antônio,4,0,"91,3084594",741
230940905,Novo Oriente,89,0,"228,9796469",16046
230940915,Emaús,13,0,"105,5078533",1856
230940920,Palestina,22,0,"182,6457693",3051
230940924,Santa Maria,4,0,"207,5560792",1967
230940925,São Raimundo,9,0,"160,2455448",2801
230940930,Três Irmãos,6,0,"62,5054371",1824
230945805,Ocara,36,0,"64,7859245",7196
230945807,Arisco dos Marianos,3,0,"97,0687679",1031
230945810,Curupira,58,0,"384,9304047",7966
230945820,Novo Horizonte,7,0,"29,6017114",1247
230945830,Sereno de Cima,19,0,"40,5693449",3921
230945840,Serragem,10,0,"146,1192971",3132
230950805,Orós,82,0,"239,5850603",11051
230950810,Guassussê,19,0,"36,7112727",2685
230950815,Igarói,11,0,"41,7496590",1655
230950820,Palestina,12,0,"113,1589898",2947
230950830,Santarém,8,0,"146,3213213",1337
230960705,Pacajus,236,0,"150,5388384",66726
230960720,Itaipaba,14,0,"66,2133193",1926
230960730,Pascoal,11,0,"33,5517809",2331
230970605,Pacatuba,46,0,"75,1357683",17129
230970633,Monguba,21,0,"7,8077184",15011
230970635,Pavuna,31,0,"47,4008855",23350
230970650,Senador Carlos Jereissati,52,0,"2,8789049",26034
230980505,Pacoti,12,0,"26,5281640",5972
230980510,Colina,9,0,"34,5041040",2323
230980515,Fátima,0,0,"26,2875730",1437
230980520,Santa Ana,7,0,"25,1135699",1454
230990405,Pacujá,33,0,"88,3552077",6175
231000105,Palhano,53,0,"383,8734584",8185
231000110,São José,4,0,"53,1065708",1161
231010005,Palmácia,42,0,"106,1481149",9121
231010010,Gado,3,0,"14,7584640",506
231010015,Gados dos Rodrigues,0,0,"7,9894125",615
231020905,Paracuru,120,0,"176,5633133",31766
231020910,Jardim,18,0,"66,2788674",2300
231020920,Poço Doce,31,0,"61,8922262",4914
231025805,Paraipaba,82,0,"140,0436755",23883
231025810,Boa Vista,8,0,"66,8305665",2759
231025815,Camboas,6,0,"36,1626032",2530
231025820,Lagoinha,18,0,"46,1939727",3044
231030805,Parambu,92,0,"321,2855087",18249
231030810,Cococi,7,0,"1130,3370903",2795
231030812,Gavião,4,0,"84,3461786",1298
231030814,Miranda,12,0,"131,7064222",1293
231030815,Monte Sion,13,0,"113,4084369",2414
231030820,Novo Assis,5,0,"161,2393874",1094
231030830,Oiticica,4,0,"151,5725403",1262
231030835,Riachão,6,0,"132,2879033",1208
231030840,Campo Grande,4,0,"87,6848451",1832
231040705,Paramoti,28,0,"433,2090677",9718
231040710,Água Boa,3,0,"106,0289932",666
231050605,Pedra Branca,150,0,"385,0043561",25660
231050607,Capitão Mor,4,0,"158,6275444",1467
231050610,Mineirolândia,47,0,"176,7811704",6680
231050615,Santa Cruz do Banabuiú,22,0,"315,5222132",3682
231050620,Tróia,9,0,"266,1458337",2698
231060505,Penaforte,18,0,"63,7465500",7489
231060515,Juá,0,0,"52,3725273",564
231060525,Santo André,0,0,"34,4164665",919
231070405,Pentecoste,130,0,"397,6108450",29001
231070410,Matias,9,0,"606,2969197",4683
231070415,Porfírio Sampaio,10,0,"318,0400888",1483
231070420,Sebastião de Abreu,15,0,"57,8881483",2646
231080305,Pereiro,41,0,"358,5704843",11604
231080310,Crioulos,7,0,"77,2979295",3670
231085205,Pindoretama,28,0,"12,5072104",11435
231085210,Capim de Roça,21,0,"12,4839346",2761
231085215,Caponguinha,9,0,"18,9911483",1425
231085220,Ema,7,0,"17,6959647",3042
231085225,Pratiús,25,0,"12,3547437",4728
231090205,Piquet Carneiro,30,0,"267,0472688",11052
231090207,Catolé da Pista,6,0,"96,2128138",1885
231090210,Ibicuã,15,0,"158,8884873",2859
231090215,Mulungu,0,0,"67,4521822",820
231095105,Pires Ferreira,7,0,"110,6370220",4727
231095110,Santo Izidro,11,0,"84,2205924",2857
231095115,Donato,4,0,"16,0590148",948
231095120,Otavilândia,6,0,"33,5475486",2074
231100905,Poranga,53,0,"243,8430006",8311
231100907,Buritizal,7,0,"205,2637183",2012
231100908,Cachoeira Grande,4,0,"331,1433887",1370
231100910,Macambira,0,0,"530,5208127",372
231110805,Porteiras,39,0,"196,6125411",14673
231110830,Simão,3,0,"28,2478472",2377
231120705,Potengi,24,0,"254,1741664",7431
231120710,Barreiros,4,0,"89,0902234",1402
231123105,Potiretama,7,0,"266,0082525",5452
231123110,Canindezinho,0,0,"143,1291914",522
231126405,Quiterianópolis,56,0,"432,4386506",12952
231126410,Algodões,18,0,"217,6750315",1966
231126420,São Francisco,28,0,"391,7185453",5295
231130605,Quixadá,243,0,"281,4652378",59163
231130618,Califórnia,8,0,"71,2638103",1455
231130625,Cipó dos Anjos,32,0,"348,7174643",4466
231130630,Custódio,13,0,"129,1051721",2888
231130635,Daniel de Queiróz,8,0,"140,2347714",935
231130640,Dom Maurício,9,0,"54,2698169",1664
231130643,Juá,11,0,"63,3942229",1420
231130650,Juatama,3,0,"231,3888914",2795
231130652,Riacho Verde,0,0,"34,1235109",1254
231130657,São Bernardo,0,0,"84,9475214",986
231130659,São João dos Queirozes,10,0,"175,6627336",1984
231130665,Tapuiará,11,0,"278,0331217",2320
231130670,Várzea da Onça,12,0,"127,9794602",2838
231135505,Quixelô,64,0,"512,3929431",13594
231135507,Antonico,11,0,"92,9524041",2316
231140505,Quixeramobim,237,0,"666,8429880",55325
231140507,Belém,11,0,"301,8242716",2003
231140508,Berilândia,4,0,"139,3848014",1061
231140510,Encantado,18,0,"184,9107175",2129
231140515,Lacerda,3,0,"298,9689143",1889
231140530,Manituba,25,0,"381,0272995",4979
231140532,Nenelândia,14,0,"109,4849749",1432
231140535,Passagem,5,0,"312,2495629",2050
231140540,Damião Carneiro,0,0,"360,1176398",2582
231140545,São Miguel,37,0,"245,9948647",6217
231140550,Uruquê,18,0,"324,1809286",2510
231150405,Quixeré,47,0,"105,9705564",9360
231150407,Água Fria,4,0,"21,1107771",1010
231150410,Lagoinha,14,0,"372,1331276",8155
231150420,Tomé,6,0,"113,8843246",2349
231160305,Redenção,68,0,"81,8534933",12112
231160315,Antônio Diogo,39,0,"58,4961822",9585
231160321,Faísca,6,0,"10,0734916",803
231160325,Guassi,14,0,"39,5657471",2088
231160330,Barra Nova,3,0,"57,9999472",2626
231170205,Reriutaba,93,0,"273,1556214",15452
231170210,Amanaiara,13,0,"66,6512083",2172
231170220,Campo Lindo,4,0,"33,1418694",982
231180105,Russas,188,0,"375,6925752",53524
231180110,Bonhu,8,0,"674,7185884",3622
231180115,Flores,29,0,"195,5776636",10011
231180117,Lagoa Grande,5,0,"207,5278014",770
231180119,Peixe,3,0,"97,1660040",1342
231180120,São João de Deus,4,0,"37,6102771",1966
231180125,Timbaúba de Nossa Senhora das Dores,3,0,"22,7980512",1693
231190005,Saboeiro,58,0,"720,6322621",7834
231190008,Barrinha,6,0,"104,3283581",934
231190009,Felipe,0,0,"64,3743638",538
231190010,Flamengo,15,0,"204,9183220",2331
231190030,Malhada,11,0,"190,8550071",950
231190050,São José,3,0,"96,1659745",1267
231195905,Salitre,56,0,"365,3417214",10373
231195910,Caldeirão,7,0,"143,0141750",2103
231195920,Lagoa dos Crioulos,5,0,"297,8974342",4157
231200705,Santana do Acaraú,85,0,"243,6995577",15826
231200707,Bahia,3,0,"37,7619460",975
231200708,Baixa Fria,10,0,"155,8027659",3481
231200709,Barro Preto,3,0,"108,3482915",624
231200710,João Cordeiro,9,0,"195,9795268",2284
231200715,Mutambeiras,15,0,"112,2602100",3168
231200720,Parapuí,16,0,"63,2233885",2291
231200725,Sapó,9,0,"55,4977344",1979
231210605,Santana do Cariri,39,0,"86,7365114",6179
231210610,Anjinhos,0,0,"66,5944381",982
231210615,Araporanga,22,0,"177,0477058",3658
231210620,Brejo Grande,3,0,"41,7312116",726
231210625,Dom Leme,20,0,"237,5989235",2467
231210640,Pontal da Santa Cruz,15,0,"245,4563140",2942
231220505,Santa Quitéria,128,0,"1052,6945583",23536
231220510,Lisieux,26,0,"221,2561867",3563
231220520,Logradouro,5,0,"570,6134277",1001
231220525,Macaraú,13,0,"162,1048609",2104
231220530,Malhada Grande,3,0,"41,1441770",627
231220535,Saco do Belém,21,0,"816,3578364",2739
231220540,Raimundo Martins,6,0,"245,4131339",600
231220545,Trapiá,11,0,"324,0432766",1804
231220550,Riacho da Pedras,6,0,"618,6203722",1838
231220555,Sangradouro,3,0,"107,1513835",1380
231220560,Areal,0,0,"102,8936701",991
231230405,São Benedito,155,0,"161,7232838",40097
231230409,Barreiros,16,0,"143,4867662",2207
231230415,Inhuçu,17,0,"45,6366630",5336
231240305,São Gonçalo do Amarante,48,0,"202,8692316",15807
231240308,Cágado,18,0,"129,7672579",4459
231240310,Croatá,17,0,"157,8095869",5913
231240315,Pecém,29,0,"110,5669542",12682
231240320,Serrote,14,0,"109,2418802",3154
231240325,Siupé,22,0,"48,7093530",4678
231240327,Taiba,31,0,"36,6098492",5943
231240330,Umarituba,9,0,"47,0613420",1507
231250205,São João do Jaguaribe,21,0,"279,4512455",5855
231260105,São Luís do Curu,43,0,"122,8648943",10822
231270005,Senador Pompeu,60,0,"384,1936753",16071
231270006,Bonfim,3,0,"61,3279062",1992
231270008,Codia,5,0,"86,9284295",1272
231270010,Engenheiro José Lopes,6,0,"139,0046379",1137
231270015,São Joaquim do Salgado,8,0,"178,0543122",2711
231270020,Lagoa Nova,0,0,"107,3731479",1083
231280905,Senador Sá,16,0,"223,0043365",4803
231280910,Salão,0,0,"21,8367352",287
231280915,Serrota,9,0,"179,8006817",2172
231290805,Sobral,490,0,"174,5894814",158848
231290807,Aprazível,4,0,"73,3583335",2162
231290810,Aracatiaçu,31,0,"366,7066426",4787
231290815,Bonfim,4,0,"44,3481370",1563
231290820,Caioca,3,0,"100,9070740",1214
231290825,Caracará,12,0,"218,3470166",1695
231290835,Jaibaras,24,0,"246,8377408",7018
231290840,Jordão,11,0,"59,9029828",4978
231290845,Rafael Arruda,3,0,"31,9191391",2314
231290847,Patos,9,0,"121,0618922",1433
231290850,Patriarca,11,0,"69,5108074",2234
231290853,São José do Torto,0,0,"43,0374545",1060
231290855,Taperuaba,22,0,"207,7568759",5902
231290865,Baracho,23,0,"50,5010567",2649
231290870,Bilheira,0,0,"151,5660273",893
231290875,Pedra de Fogo,4,0,"34,0769379",1159
231290880,Salgado dos Machados,5,0,"74,0465777",3114
231300505,Solonópole,32,3,"520,1149784",9498
231300510,Assunção,13,0,"143,6717591",2087
231300515,Cangati,0,0,"245,3016231",840
231300530,Pasta,0,0,"164,4855570",1468
231300532,Prefeita Suely Pinheiro,6,0,"30,9332959",454
231300535,São José de Solonópole,20,0,"431,3477381",3832
231310405,Tabuleiro do Norte,96,0,"302,0450697",23304
231310410,Olho-d'Água da Bica,28,0,"649,0228524",5196
231310415,Peixe Gordo,10,0,"96,5694334",2152
231320305,Tamboril,43,0,"461,2263336",10659
231320307,Açudinho,3,0,"120,5772515",1393
231320310,Boa Esperança,3,0,"93,6492473",1596
231320315,Carvalho,0,0,"43,9564518",575
231320320,Curatis,0,0,"151,4198712",546
231320325,Holanda,8,0,"161,2690721",2459
231320330,Oliveiras,4,0,"329,2854605",1325
231320335,Sucesso,41,0,"653,1596532",6262
231325205,Tarrafas,19,0,"214,0084987",5628
231325210,Vila Nova,4,0,"68,2015253",1328
231325215,Caiçara,0,0,"130,5085054",573
231330205,Tauá,172,0,"816,1317490",38036
231330210,Barra Nova,13,0,"422,0088050",2320
231330215,Carrapateiras,8,0,"675,5446444",2906
231330220,Inhamuns,20,0,"370,6469297",3737
231330225,Marrecas,21,0,"599,4285586",3914
231330230,Marruás,9,0,"474,7811709",2978
231330233,Santa Tereza,27,0,"165,5811241",4142
231330235,Trici,9,0,"486,4953863",3194
231335105,Tejuçuoca,43,0,"516,0080856",10083
231335110,Caxitoré,11,0,"242,6982779",7071
231340105,Tianguá,210,0,"301,4537421",68496
231340110,Arapá,13,0,"53,3624465",2089
231340115,Caruataí,15,0,"56,0417054",4911
231340120,Pindoguaba,13,0,"397,9034749",3652
231340125,Tabainha,4,0,"48,7596669",1051
231340130,Bela Vista,12,0,"52,3315308",1307
231350005,Trairi,59,0,"123,1611093",18051
231350006,Córrego Fundo,14,0,"148,7886760",5676
231350007,Canaan,62,0,"216,6578504",13328
231350008,Fleicheiras,3,0,"40,7937159",4378
231350009,Gualdrapas,27,0,"215,3071162",8048
231350010,Mundaú,46,0,"144,5494535",7726
231350011,Munguba,4,0,"39,4667940",1208
231355905,Tururu,31,0,"101,3382871",10421
231355910,Cemoaba,16,0,"44,0512820",2741
231355915,Conceição,4,0,"19,2844261",1185
231355925,São Pedro do Gavião,0,0,"36,5958633",1065
231360905,Ubajara,79,0,"73,2841688",20716
231360910,Araticum,20,0,"105,1801576",3827
231360915,Jaburuna,17,0,"210,9013720",5461
231360925,Nova Veneza,0,0,"34,3076516",2763
231370805,Umari,43,0,"164,9510691",4545
231370815,Pio X,14,0,"98,2315230",2326
231375705,Umirim,42,0,"148,9161522",9758
231375720,Caxitoré,7,0,"32,5983784",2033
231375730,São Joaquim,37,0,"134,1332905",5679
231380705,Uruburetama,82,0,"75,2442919",17276
231380709,Itacolomy,3,0,"5,5897162",738
231380711,Mundaú,4,0,"3,0186994",674
231380713,Retiro,0,0,"4,5668988",476
231380715,Santa Luzia,3,0,"10,9804192",1025
231390605,Uruoca,30,0,"370,0152295",6926
231390610,Campánario,8,0,"175,2479777",4181
231390615,Paracuá,6,0,"152,4199848",2639
231395505,Varjota,60,0,"139,8073217",16443
231395515,Croatá,17,0,"39,4316564",1662
231400305,Várzea Alegre,146,0,"283,7709152",28602
231400310,Calabaça,9,0,"79,7192183",1607
231400315,Canindezinho,7,0,"51,2368402",1916
231400320,Ibicatu,17,0,"123,7756004",1743
231400325,Naraniú,11,0,"204,2149895",2639
231400330,Riacho Verde,8,0,"87,2586475",2477
231410205,Viçosa do Ceará,113,0,"308,5448027",28054
231410210,General Tibúrcio,26,0,"187,1653280",4390
231410212,Juá dos Vieiras,17,0,"195,6035040",6631
231410215,Lambedouro,19,0,"109,6158148",4873
231410217,Manhoso,6,0,"154,6229056",2884
231410220,Padre Vieira,11,0,"163,8581921",2778
231410223,Passagem da Onça,21,0,"122,5680158",3256
231410225,Quatiguaba,19,0,"68,9315109",6846
240010905,Acari,77,0,"608,4660515",10597
240020805,Açu,259,0,"1303,4416751",56496
240030705,Afonso Bezerra,46,0,"576,1790413",10839
240040605,Água Nova,17,0,"50,6838928",2946
240050505,Alexandria,91,0,"381,2049921",13640
240060405,Almino Afonso,22,0,"128,0376759",4687
240070305,Alto do Rodrigues,20,0,"191,3337473",12484
240080205,Angicos,80,0,"741,5817031",11632
240090105,Antônio Martins,41,0,"244,8969293",6577
240100805,Apodi,182,0,"1602,4765805",36093
240110705,Areia Branca,95,0,"342,7491369",24093
240120605,Arês,51,0,"115,4068587",13251
240130505,Campo Grande,59,0,"890,8901122",9730
240140405,Baía Formosa,31,0,"247,4839836",8825
240145305,Baraúna,89,0,"825,6806400",26913
240150305,Barcelona,15,0,"152,6258974",3986
240160205,Bento Fernandes,14,0,"207,2610176",4486
240160210,Belo Horizonte,0,0,"93,8077817",321
240165105,Bodó,16,0,"253,5186219",2306
240170105,Bom Jesus,53,0,"122,0348304",9952
240180005,Brejinho,56,0,"61,5588015",12202
240185905,Caiçara do Norte,32,0,"225,6327203",6293
240190905,Caiçara do Rio do Vento,18,0,"261,1938797",3268
240200605,Caicó,322,0,"1228,5834895",61146
240210505,Campo Redondo,47,0,"213,7265242",10215
240220405,Canguaretama,92,0,"245,4854435",29668
240230305,Caraúbas,104,0,"915,5957351",16865
240230310,São Geraldo,12,0,"180,2068239",2862
240240205,Carnaúba dos Dantas,39,0,"246,3079925",7992
240250105,Carnaubais,29,0,"517,7365545",9714
240260005,Ceará-Mirim,264,0,"724,8376872",79115
240270905,Cerro Corá,77,0,"393,5729859",11000
240280805,Coronel Ezequiel,38,0,"185,7480615",5117
240290705,Coronel João Pessoa,20,0,"117,1390814",4237
240300405,Cruzeta,43,0,"295,8304416",8005
240310305,Currais Novos,249,0,"864,3489606",41313
240320205,Doutor Severiano,45,0,"113,7369092",7044
240325105,Parnamirim,655,0,"115,7799902",243612
240325110,Pium,10,0,"3,3769012",4205
240325115,Cotovelo,0,0,"1,7081711",1413
240325120,Pirangi do Norte,14,0,"3,1408601",3486
240330105,Encanto,43,0,"125,7488328",6016
240340005,Equador,17,0,"264,9853849",5360
240350905,Espírito Santo,20,0,"135,8374758",10620
240360805,Extremoz,78,0,"140,6391000",61635
240370705,Felipe Guerra,44,0,"268,5912740",5944
240375605,Fernando Pedroza,12,0,"322,6278585",2938
240380605,Florânia,50,0,"507,8923950",10196
240390505,Francisco Dantas,8,0,"181,5583072",2700
240400205,Frutuoso Gomes,30,3,"63,2792782",4122
240410105,Galinhos,10,0,"340,7691443",2104
240420005,Goianinha,102,0,"192,2794028",26741
240430905,Governador Dix-Sept Rosado,65,0,"1129,5502685",11938
240440805,Grossos,40,0,"124,5377913",9924
240450705,Guamaré,42,0,"258,3073080",15295
240460605,Ielmo Marinho,44,0,"312,0284243",11615
240470505,Ipanguaçu,66,0,"374,2453416",14131
240480405,Ipueira,15,0,"127,3476123",2035
240485305,Itajá,23,0,"203,6240717",7292
240490305,Itaú,26,0,"133,0308323",5320
240500905,Jaçanã,54,0,"54,5609003",7834
240510805,Jandaíra,25,0,"442,7541054",6562
240520705,Janduís,34,0,"303,4482115",4746
240530605,Januário Cicco,27,0,"136,2394263",6812
240530610,Córrego de São Mateus,7,0,"34,4973183",2239
240540505,Japi,25,0,"188,9901368",5117
240550405,Jardim de Angicos,14,0,"254,0124124",2437
240560305,Jardim de Piranhas,63,0,"330,5304593",13977
240570205,Jardim do Seridó,79,0,"367,6447080",11655
240580105,João Câmara,142,0,"714,9705524",33290
240590005,João Dias,14,0,"74,9610568",1670
240590010,Rosário,0,0,"13,2117029",406
240600705,José da Penha,44,0,"87,3399578",4494
240600710,Major Felipe,7,0,"30,2946759",1309
240610605,Jucurutu,105,0,"933,7300873",17793
240615505,Jundiá,15,0,"44,6409531",3739
240620505,Lagoa d'Anta,24,0,"105,6520621",6654
240630405,Lagoa de Pedras,35,0,"117,9714206",7338
240640305,Lagoa de Velhos,11,0,"111,6068126",2567
240650205,Lagoa Nova,65,0,"176,3016107",15573
240660105,Lagoa Salgada,23,0,"79,1276020",8319
240670005,Lajes,51,0,"564,4965627",8767
240670010,Firmamento,3,0,"112,1289503",1099
240680905,Lajes Pintadas,16,0,"130,2111795",4787
240690805,Lucrécia,21,0,"30,9309649",3490
240700505,Luís Gomes,27,0,"67,3479017",7117
240700515,São Bernardo,8,0,"99,2899470",1953
240710405,Macaíba,174,0,"298,6607550",66490
240710410,Cana Brava,3,0,"62,7287301",3518
240710415,Traíras,12,0,"79,0301781",4910
240710420,Mangabeira,19,0,"10,2851135",4773
240710425,Cajazeiras,11,0,"59,3870761",2558
240720305,Macau,161,0,"775,3021841",27369
240725205,Major Sales,30,0,"31,9709428",3924
240730205,Marcelino Vieira,58,0,"345,7109810",7896
240740105,Martins,67,0,"116,6838689",7870
240740110,Salva Vida,3,0,"52,7799061",309
240750005,Maxaranguape,34,0,"132,1289308",10255
240760905,Messias Targino,24,0,"142,6076882",4274
240770805,Montanhas,57,0,"82,2136583",11444
240780705,Monte Alegre,75,0,"211,2591714",23031
240790605,Monte das Gameleiras,14,0,"71,9460968",2276
240800305,Mossoró,976,0,"2099,3343287",264577
240810205,Natal,3345,0,"167,4013241",751300
240820105,Nísia Floresta,98,0,"307,7189503",31942
240830005,Nova Cruz,203,0,"277,6583928",34269
240840905,Olho d'Água do Borges,30,0,"141,1702134",3905
240850805,Ouro Branco,26,0,"253,2102776",4913
240860705,Paraná,15,0,"81,3904636",3934
240870605,Paraú,12,0,"383,2143935",3579
240880505,Parazinho,22,0,"231,0065851",4801
240890405,Parelhas,96,0,"513,5065070",21499
240895305,Rio do Fogo,30,0,"151,0969791",10351
240910005,Passa e Fica,61,0,"42,1365958",10896
240920905,Passagem,24,0,"41,2148946",3115
240930805,Patu,69,0,"319,1348335",11007
240933205,Santa Maria,35,0,"219,5703064",4847
240940705,Pau dos Ferros,136,0,"259,9592341",30479
240950605,Pedra Grande,18,0,"221,1669971",3618
240960505,Pedra Preta,18,0,"294,9848764",2441
240970405,Pedro Avelino,34,0,"952,7551577",6242
240980305,Pedro Velho,59,0,"192,7083825",13824
240990205,Pendências,70,0,"419,1367959",12278
241000905,Pilões,8,0,"82,6900567",2965
241010805,Poço Branco,53,0,"230,4008999",12390
241020705,Portalegre,45,0,"110,0536496",7601
241025605,Porto do Mangue,9,0,"361,2366357",5228
241030605,Serra Caiada,29,0,"217,5388048",10125
241040505,Pureza,48,0,"504,2937851",9362
241050405,Rafael Fernandes,23,0,"78,2308706",5432
241060305,Rafael Godeiro,18,0,"100,0729478",2934
241070205,Riacho da Cruz,19,0,"127,2229133",2701
241080105,Riacho de Santana,13,0,"128,1057559",4127
241090005,Riachuelo,36,0,"262,8874511",7389
241100705,Rodolfo Fernandes,20,0,"154,8398312",4242
241105605,Tibau,0,0,"169,3652572",5382
241110605,Ruy Barbosa,28,0,"125,8085231",3206
241120505,Santa Cruz,156,0,"624,3557746",37313
241140305,Santana do Matos,44,0,"668,8033053",8688
241140310,Barão de Serra Branca,17,0,"312,1778747",1570
241140320,Santa Teresa,16,0,"227,3943983",1334
241140325,São José da Passagem,6,0,"213,8928016",864
241142905,Santana do Seridó,9,0,"188,4031400",2696
241150205,Santo Antônio,113,0,"301,0815366",22177
241160105,São Bento do Norte,13,0,"288,7614145",3304
241170005,São Bento do Trairí,17,0,"190,8177542",3792
241180905,São Fernando,23,0,"404,4273869",3492
241190805,São Francisco do Oeste,10,0,"75,5877196",4161
241200505,São Gonçalo do Amarante,290,0,"249,7995780",115838
241210405,São João do Sabugi,29,0,"277,0114132",5956
241220305,São José de Mipibu,183,0,"289,9874239",47286
241230205,São José do Campestre,67,0,"260,1127561",10611
241230210,Ipiranga,0,0,"81,0026348",510
241240105,São José do Seridó,32,0,"174,5051441",4558
241250005,São Miguel,132,0,"166,2327274",23537
241255905,São Miguel do Gostoso,31,0,"431,4445123",10221
241260905,São Paulo do Potengi,109,0,"240,4252608",16786
241270805,São Pedro,32,0,"195,2373176",5776
241280705,São Rafael,36,0,"469,1013989",7711
241290605,São Tomé,58,0,"862,5846840",9972
241300305,São Vicente,38,0,"197,8171420",6310
241310205,Senador Elói de Souza,13,0,"152,3759353",5965
241320105,Senador Georgino Avelino,9,0,"25,2839437",1335
241320110,Carnaúba,16,0,"0,8165385",2730
241330005,Serra de São Bento,32,0,"96,6275333",5703
241335905,Serra do Mel,25,0,"620,2409577",13091
241340905,Serra Negra do Norte,41,0,"562,3961823",7597
241350805,Serrinha,40,0,"193,3510167",6436
241355705,Serrinha dos Pintos,42,0,"122,3749940",4659
241360705,Severiano Melo,20,0,"157,8502900",5487
241370605,Sítio Novo,20,0,"161,3446367",3032
241370610,Serra da Tapuia,5,0,"52,1115833",1622
241380505,Taboleiro Grande,6,0,"124,0933205",2338
241390405,Taipu,27,0,"227,3397303",7079
241390410,Gameleira,7,0,"125,4786424",4343
241400105,Tangará,71,0,"183,7231882",12068
241400110,Trairi,0,0,"155,7605053",1213
241410005,Tenente Ananias,50,0,"188,0674268",8752
241410010,Mata de São Braz,5,0,"35,6040018",1510
241415905,Tenente Laurentino Cruz,12,0,"68,5557556",5891
241420905,Tibau do Sul,44,0,"102,6799116",16929
241430805,Timbaúba dos Batistas,15,0,"135,4556067",2348
241440705,Touros,113,0,"753,9606269",33035
241445605,Triunfo Potiguar,21,0,"268,7251414",3376
241450605,Umarizal,87,0,"213,5835618",10078
241460505,Upanema,60,0,"873,1397859",13577
241470405,Várzea,26,0,"72,6841298",5233
241475305,Venha-Ver,13,0,"71,6211645",3014
241480305,Vera Cruz,59,0,"84,1270753",10735
241490205,Viçosa,9,0,"37,9045551",1822
241500805,Vila Flor,14,0,"47,6563842",3174
250010605,Água Branca,39,0,"241,6619206",9335
250020505,Aguiar,19,0,"351,6069246",5003
250030405,Alagoa Grande,132,0,"322,0708897",26062
250040305,Alagoa Nova,121,0,"128,2301786",21013
250050205,Alagoinha,64,0,"111,3611147",13725
250053605,Alcantil,30,0,"309,8959596",5578
250057705,Algodão de Jandaíra,3,0,"222,7396525",2953
250060105,Alhandra,32,0,"183,9737843",21730
250070005,São João do Rio do Peixe,105,0,"364,9017738",14140
250070015,Umari,11,0,"111,3357146",3824
250073405,Amparo,0,0,"122,0938790",2234
250077505,Aparecida,63,0,"291,4776120",7960
250080905,Araçagi,97,0,"232,1770768",16646
250090805,Arara,105,0,"91,3057712",12212
250100505,Araruna,94,0,"246,7169711",17189
250110405,Areia,85,0,"131,8817981",15945
250110410,Cepilho,8,0,"33,0856097",1730
250110415,Mata Limpa,7,0,"35,7705667",2370
250110420,Muquém,5,0,"68,3915987",2588
250115305,Areia de Baraúnas,11,0,"114,0782507",2005
250120305,Areial,41,0,"35,8100653",7128
250130205,Aroeiras,67,0,"283,9410080",15976
250130220,Pedro Velho,22,0,"92,1769114",2729
250135105,Assunção,10,0,"132,1394034",4152
250140105,Baía da Traição,16,0,"102,7560645",9224
250150005,Bananeiras,51,0,"118,5290024",12785
250150010,Maia,24,0,"15,1601980",1800
250150020,Taboleiro,31,0,"68,4983618",4427
250150030,Roma,7,0,"53,4530976",4122
250153405,Baraúna,30,0,"50,0295924",4762
250157505,Barra de Santana,36,0,"375,1765163",8059
250160905,Barra de Santa Rosa,62,0,"781,1874508",12904
250170805,Barra de São Miguel,14,0,"609,6968014",5906
250180705,Bayeux,376,0,"27,7045501",82742
250190605,Belém,90,0,"75,9357178",13263
250190610,Rua Nova,9,0,"23,6730955",3138
250200305,Belém do Brejo do Cruz,51,0,"601,5491955",6268
250205205,Bernardino Batista,16,0,"57,4525729",3504
