CD_DIST,NM_DIST,M >= 70 ANOS,F >= 70 ANOS,AREA_KM2,POP_TOTAL
312770110,Alto de Santa Helena,0,0,"78,0144004",225
312770115,Baguari,6,0,"89,8865047",1641
312770120,Brejaubinha,7,0,"59,2752228",579
312770125,Xonin,14,0,"170,5250845",1417
312770128,Chonin de Baixo,4,0,"84,5548637",1129
312770130,Derribadinha,0,0,"95,7369982",192
312770135,Penha do Cassiano,5,0,"139,0576641",830
312770137,Santo Antônio do Pontal,0,0,"151,8634161",1649
312770140,Goiabal,3,0,"75,7750553",1005
312770142,São José do Itapinoã,0,0,"60,7993715",285
312770145,São Vítor,3,0,"258,7376847",912
312770155,Vila Nova Floresta,10,0,"82,9958102",2077
312770160,Córrego dos Melquíades,4,0,"49,7573140",518
312770165,Córregos do Bernardo,5,0,"60,6387024",666
312770170,Porto das Cachoeiras,0,0,"61,6257900",394
312770175,Vila Nova Brasília,0,0,"148,0995285",361
312780005,Grão Mogol,18,0,"3365,4245819",10122
312780010,Barrocão,10,0,"260,0421963",1249
312780030,Vale das Cancelas,0,0,"114,9281907",1676
312780035,Vila Sítio,0,0,"144,8989198",854
312790905,Grupiara,5,0,"193,1412240",1392
312800605,Guanhães,76,0,"470,8670390",27347
312800610,Correntinho,3,0,"157,6253930",1963
312800615,Farias,8,0,"209,5585119",1065
312800620,Sapucaia de Guanhães,7,0,"84,1652811",776
312800625,Taquaral de Guanhães,3,0,"152,9075036",1093
312810505,Guapé,45,0,"781,3443215",13121
312810510,Araúna,0,0,"153,0003580",651
312820405,Guaraciaba,43,0,"348,5956302",9753
312825305,Guaraciama,16,0,"390,2629720",5051
312830305,Guaranésia,71,0,"216,7743167",17244
312830310,Santa Cruz do Prata,9,0,"78,0532975",1906
312840205,Guarani,43,0,"264,1935002",7714
312850105,Guarará,13,0,"88,6551166",3149
312860005,Guarda-Mor,23,0,"2068,8075936",6539
312870905,Guaxupé,290,0,"286,3983873",50911
312880805,Guidoval,40,0,"158,3750925",7131
312890705,Guimarânia,44,0,"366,8329731",8478
312900405,Guiricema,31,0,"133,2944365",5377
312900410,Tuiutinga,24,0,"95,1390102",1422
312900415,Vilas Boas,3,0,"65,1444317",979
312910305,Gurinhatã,15,0,"1287,5995956",3734
312910310,Flor de Minas,7,0,"561,5376479",1458
312920205,Heliodora,18,0,"153,9504106",6134
312930105,Iapu,35,0,"199,9214836",10791
312930115,São Sebastião da Barra,7,0,"141,0727339",1239
312940005,Ibertioga,39,0,"346,2396745",5198
312950905,Ibiá,62,0,"1490,8805463",20119
312950910,Argenita,0,0,"717,1923427",847
312950915,Tobati,11,0,"496,0590344",1263
312960805,Ibiaí,3,0,"728,2791041",5822
312960815,Bom Jesus da Vereda,0,0,"146,4806928",464
312965705,Ibiracatu,3,0,"116,2640918",2737
312965710,Bonança,8,0,"172,1285453",1282
312965715,Campo Alegre de Minas,3,0,"64,8646570",1062
312970705,Ibiraci,37,0,"562,0950748",10948
312980605,Ibirité,185,0,"55,8905579",90749
312980610,Parque Durval de Barros,172,0,"16,5042436",79788
312990505,Ibitiúra de Minas,28,0,"68,3161833",3365
313000205,Ibituruna,13,0,"153,1056659",2698
313005105,Icaraí de Minas,39,0,"625,6643103",10677
313010105,Igarapé,119,0,"110,9420956",45847
313020005,Igaratinga,26,0,"180,6225531",7341
313020010,Antunes,6,0,"37,7202566",3489
313030905,Iguatama,33,0,"499,1013588",6563
313030915,Corguinhos,0,0,"129,0983344",263
313040805,Ijaci,27,0,"105,2455878",7003
313050705,Ilicínea,30,0,"376,3413621",12741
313055605,Imbé de Minas,22,0,"151,4833261",5197
313055610,Manducas,4,0,"20,3935626",830
313055615,Graçópolis,3,0,"24,8580768",959
313060605,Inconfidentes,33,0,"149,6109587",7301
313065505,Indaiabira,16,0,"628,6716237",4084
313065510,Barra de Alegria,15,0,"375,4768810",2262
313070505,Indianópolis,15,0,"830,0304938",6171
313080405,Ingaí,8,0,"305,5909519",2580
313090305,Inhapim,72,0,"174,6967762",14635
313090307,Bom Jesus do Rio Preto,0,0,"59,7248568",747
313090310,Itajutiba,0,0,"59,6210220",404
313090313,Jerusalém,0,0,"44,9249219",434
313090316,Macadame,0,0,"52,4594046",641
313090319,Novo Horizonte de Inhapim,0,0,"54,0674572",447
313090321,Santo Antônio do Alegre,5,0,"56,6255108",1288
313090323,São Tomé de Minas,0,0,"81,7213803",539
313090325,Tabajara,5,0,"132,6980387",1104
313090330,Córrego Januário,7,0,"25,1414781",1115
313090335,São José do Peixe de Inhapim,0,0,"48,5400794",339
313090340,São José do Taquaral,4,0,"67,8035097",999
313100005,Inhaúma,25,0,"244,9957259",6239
313110905,Inimutaba,21,0,"527,0598450",7371
313115805,Ipaba,58,0,"82,1540115",14909
313115815,Vale Verde de Minas,8,0,"31,0918649",2227
313120805,Ipanema,125,0,"456,6408539",19522
313130705,Ipatinga,541,0,"50,4672411",140197
313130710,Barra Alegre,292,0,"114,4172485",87534
313140605,Ipiaçu,27,0,"466,0198495",3775
313150505,Ipuiúna,33,0,"298,1951076",9135
313160405,Iraí de Minas,15,0,"356,2638455",7180
313170305,Itabira,378,0,"705,9792720",108076
313170310,Ipoema,8,0,"262,6203148",2517
313170315,Senhora do Carmo,21,0,"285,1039495",2750
313180205,Itabirinha,56,0,"110,9287986",7761
313180210,Boa União de Itabirinha,10,0,"35,2997604",1414
313180215,São Sebastião do Itabira,6,0,"62,8052770",1187
313190105,Itabirito,181,0,"254,1066635",50998
313190110,Acuruí,0,0,"135,4618250",467
313190115,Bação,0,0,"118,0030971",1236
313190120,São Gonçalo do Monte,0,0,"36,4556185",664
313200805,Itacambira,13,0,"1547,3611685",3426
313200810,São José do Rio Preto de Minas,4,0,"241,0841204",826
313210705,Itacarambi,43,0,"1225,2729871",17208
313220605,Itaguara,54,0,"410,4678093",13846
313230505,Itaipé,54,0,"480,8293392",10463
313240405,Itajubá,470,0,"214,7557075",91521
313240460,Lourenço Velho,9,0,"80,0794915",1552
313250305,Itamarandiba,22,0,"1126,7026081",23691
313250313,Contrato,3,0,"236,1744732",2210
313250314,Dom Serafim,3,0,"178,5096165",612
313250315,Padre João Afonso,3,0,"332,7054406",1928
313250320,Penha de França,0,0,"220,4312199",1729
313250325,Santa Joana,0,0,"144,4278475",1209
313250330,Santa Luzia de Minas,0,0,"154,7824813",847
313250335,Várzea de Santo Antônio,3,0,"341,8392171",722
313260205,Itamarati de Minas,21,0,"94,5684016",3690
313270105,Itambacuri,118,0,"551,3294951",18670
313270110,Frei Serafim,13,0,"554,4521756",1688
313270115,Guarataia,7,0,"313,4276940",684
313280005,Itambé do Mato Dentro,15,0,"380,3399834",2142
313290905,Itamogi,59,0,"243,7143976",10770
313300605,Itamonte,49,0,"431,7918485",14786
313310505,Itanhandu,79,0,"143,3626629",15236
313320405,Itanhomi,69,0,"173,4547118",9053
313320415,Edgard Melo,0,0,"139,3971122",619
313320420,Santa Luzia do Carneiro,0,0,"94,4214970",445
313320425,São Francisco do Jataí,9,0,"81,5695645",1011
313330305,Itaobim,115,0,"679,0237120",19151
313340205,Itapagipe,50,0,"1802,4375194",13690
313350105,Itapecerica,71,0,"579,7615199",16352
313350110,Lamounier,9,0,"178,1267287",1768
313350115,Marilândia,12,0,"200,5748390",1877
313350120,Neolândia,7,0,"82,0555950",1049
313360005,Itapeva,26,0,"141,8710665",11158
313360010,Areias de Itapeva,0,0,"24,6392569",895
313360035,Tropical Flores,0,0,"10,8367648",639
313370905,Itatiaiuçu,21,0,"212,2305786",9243
313370910,Santa Terezinha de Minas,10,0,"82,9144775",3723
313375805,Itaú de Minas,66,0,"153,4212129",14406
313380805,Itaúna,336,0,"495,7685690",97669
313390705,Itaverava,23,0,"220,2171946",3612
313390710,Monsenhor Isidro,0,0,"64,0029634",2030
313400405,Itinga,50,0,"735,2376544",10127
313400410,Jacaré,7,0,"560,6865258",841
313400420,Taquaral de Minas,20,0,"353,6976861",2777
313410305,Itueta,10,0,"374,7175742",3444
313410310,Quatituba,8,0,"77,9582301",2611
313420205,Ituiutaba,587,0,"2598,0457759",102217
313430105,Itumirim,14,0,"115,4937686",3425
313430110,Macuco de Minas,7,0,"63,5751854",2423
313430120,Rosário do Rio Grande,4,0,"55,7331603",790
313440005,Iturama,125,0,"881,7060887",36487
313440010,Alexandrita,4,0,"522,9565901",1808
313450905,Itutinga,18,0,"372,0181328",4217
313460805,Jaboticatubas,25,0,"669,3825435",12239
313460810,Almeida,28,0,"445,5889720",8167
313470705,Jacinto,36,0,"834,5901928",7782
313470707,Avaí do Jacinto,6,0,"183,4509541",1595
313470710,Jaguarão,15,0,"375,5679057",1665
313480605,Jacuí,32,0,"409,2285655",7495
313490505,Jacutinga,64,0,"216,5750159",22973
313490510,São Sebastião dos Robertos,3,0,"61,5358226",1010
313490515,Sapucaí,4,0,"35,5342656",835
313490520,São Luiz Gonzaga,4,0,"34,0217723",707
313500105,Jaguaraçu,5,0,"96,2509071",1610
313500116,Lagoa de Pau,0,0,"32,6654217",1037
313500120,Lavrinha de Jaguaraçu,0,0,"34,8434631",445
313505005,Jaíba,34,0,"2635,4666274",37660
313507605,Jampruca,14,0,"271,5166836",3283
313507615,São Sebastião do Barroso,0,0,"245,5785657",1013
313510005,Janaúba,195,0,"1002,1360028",64879
313510010,Barreiro da Raiz,3,0,"348,8821600",1436
313510015,Quem-Quem,0,0,"263,4726165",1882
313510020,Vila Nova dos Poções,0,0,"566,8281390",2502
313520905,Januária,158,0,"285,4793041",40757
313520915,Brejo do Amparo,10,0,"253,6325451",2926
313520925,Levinópolis,14,0,"961,1535542",2813
313520933,Pandeiros,11,0,"945,7134149",3170
313520935,Riacho da Cruz,31,0,"408,4337126",5212
313520940,São Joaquim,8,0,"801,9952356",3276
313520945,Tejuco,24,0,"767,9662830",3903
313520950,Várzea Bonita,3,0,"2237,2143968",3093
313530805,Japaraíba,22,0,"172,1407318",4506
313535705,Japonvar,18,0,"196,1034031",5962
313535720,Nova Minda,11,0,"179,0774778",2165
313540705,Jeceaba,6,0,"65,8765098",3971
313540710,Bituri,3,0,"68,4950853",577
313540715,Caetano Lopes,0,0,"27,5391285",277
313540720,Machados de Minas,10,0,"74,3389111",1372
313545605,Jenipapo de Minas,12,0,"284,4529054",6100
313550605,Jequeri,52,0,"170,2284546",6289
313550610,Grota,4,0,"122,1287156",1556
313550615,Piscamba,11,0,"99,1653475",1849
313550617,Pouso Alegre da Mata,0,0,"76,1971431",890
313550620,São Vicente do Grama,0,0,"80,1778142",1835
313560505,Jequitaí,34,0,"1268,4427168",6484
313570405,Jequitibá,14,0,"392,3849074",5377
313570410,Doutor Campolina,0,0,"52,6447713",506
313580305,Jequitinhonha,88,0,"2252,9723347",20481
313580310,Guaranilândia,8,0,"356,5372140",794
313580315,São Pedro do Jequitinhonha,19,0,"904,7061777",2732
313590205,Jesuânia,30,0,"153,8518763",5138
313600905,Joaíma,46,0,"1287,7158276",11151
313600907,Giru,10,0,"376,4737733",2737
313610805,Joanésia,24,0,"233,2919704",4329
313620705,João Monlevade,419,0,"99,1577018",80187
313630605,João Pinheiro,106,0,"3983,7839935",39987
313630610,Caatinga,0,0,"918,7590090",514
313630615,Canabrava,10,0,"1827,3078128",2768
313630617,Luizlândia do Oeste,3,0,"1827,5997632",1560
313630620,Olhos d'Água do Oeste,0,0,"1030,5448209",768
313630623,Santa Luzia da Serra,4,0,"358,8556548",446
313630625,Veredas,0,0,"780,2457070",758
313640505,Joaquim Felício,15,0,"790,9352100",3854
313650405,Jordânia,53,0,"262,1220648",7991
313650410,Estrela de Jordânia,3,0,"284,5832372",2313
313652005,José Gonçalves de Minas,6,0,"381,3320137",3969
313655305,José Raydan,7,0,"180,8218767",4268
313657905,Josenópolis,8,0,"541,3932322",3630
313660305,Nova União,27,0,"172,1312630",5909
313665205,Juatuba,68,0,"54,9902028",22920
313665210,Boa Vista da Serra,8,0,"25,9726685",2129
313665215,Francelinos,17,0,"16,0536358",5667
313670205,Juiz de Fora,2411,6,"750,0332817",533220
313670260,Rosário de Minas,4,0,"112,8769650",939
313670270,Sarandira,0,0,"76,4814793",311
313670280,Torreões,6,0,"147,2759969",1386
313670282,Caetés de Minas,0,0,"30,0736602",857
313670284,Humaitá de Minas,0,0,"110,1874045",1129
313670286,Monte Verde de Minas,3,0,"86,2730875",1141
313670288,Penido,0,0,"56,1417733",488
313670290,Valadares,9,0,"66,4052066",1285
313680105,Juramento,26,0,"431,6295695",3768
313690005,Juruaia,36,0,"184,9281462",10118
313690010,Mata do Sino,3,0,"35,4245576",966
313695905,Juvenília,14,0,"297,6891763",3409
313695915,Monte Rei,0,0,"270,9623051",1063
313695920,Porto Agrário,5,0,"496,0404933",1317
313700705,Ladainha,40,3,"647,6315170",9967
313700710,Concórdia do Mucuri,23,0,"218,6580475",4416
313710605,Lagamar,37,0,"825,9368986",4984
313710620,São Brás de Minas,7,0,"648,6250038",1647
313720505,Lagoa da Prata,152,0,"370,2535877",50998
313720515,Martins Guimarães,0,0,"69,7305358",414
313730405,Lagoa dos Patos,12,0,"600,5467729",3313
313740305,Lagoa Dourada,48,0,"476,6928702",12769
313750205,Lagoa Formosa,69,0,"563,3911566",17525
313750207,Limeira de Minas,0,0,"143,9444424",337
313750210,Monjolinho de Minas,4,0,"133,5848273",1042
313753605,Lagoa Grande,31,0,"1236,3014955",8969
313760105,Lagoa Santa,123,0,"152,2429069",67818
313760114,Lagoinha de Fora,0,0,"31,5537390",780
313760115,Lapinha,11,0,"45,6127793",6547
313770005,Lajinha,77,0,"303,4448520",16336
313770020,Prata de Lajinha,8,0,"128,4753865",4499
313780905,Lambari,70,0,"213,1103091",20414
313790805,Lamim,25,0,"118,6017534",3184
313800505,Laranjal,16,0,"172,8980940",5485
313800510,São João da Sapucaia,0,0,"31,9836132",478
313810405,Lassance,16,0,"3204,2168598",7124
313820305,Lavras,374,0,"564,7435469",104761
313830205,Leandro Ferreira,11,0,"352,0051574",3199
313835105,Leme do Prado,10,0,"165,0206698",2831
313835110,Acauã de Minas,0,0,"78,8799450",945
313835120,Posses,0,0,"36,1355083",565
313840105,Leopoldina,243,0,"260,0272774",45440
313840110,Abaíba,4,0,"132,5507155",319
313840115,Piacatuba,9,0,"174,3849093",1381
313840120,Providência,7,0,"170,6084667",974
313840125,Ribeiro Junqueira,12,0,"77,7480640",1474
313840130,Tebas,5,0,"127,7576161",1557
313850005,Liberdade,25,0,"401,3365201",4737
313860905,Lima Duarte,74,0,"400,7331678",15015
313860910,Conceição da Ibitipoca,0,0,"188,1725905",1195
313860915,São Domingos da Bocaina,3,0,"181,9764209",500
313860920,São José dos Lopes,0,0,"77,6813848",511
313862505,Limeira do Oeste,24,0,"1317,1528084",8687
313865805,Lontra,39,0,"139,4546192",7199
313865815,Umbuzeiro,9,0,"119,4701795",1591
313867405,Luisburgo,31,0,"145,4184142",6956
313868205,Luislândia,17,0,"349,4175864",4979
313868225,São Judas Tadeu de Minas,0,0,"62,2967748",1231
313870805,Luminárias,26,0,"500,1427748",5586
313880705,Luz,63,0,"880,5108415",17080
313880710,Esteios,5,0,"291,1486338",795
313890605,Machacalis,53,0,"332,3778822",6487
313900305,Machado,163,0,"482,4049450",36061
313900310,Douradinho,0,0,"103,5526586",1623
313910205,Madre de Deus de Minas,20,0,"492,9087403",5191
313920105,Malacacheta,53,0,"346,9806541",13554
313920120,Jaguaritira,3,0,"138,6048999",1592
313920125,Junco de Minas,8,0,"133,3764513",1130
313920130,Santo Antônio do Mucuri,5,0,"108,9237669",1240
313925005,Mamonas,23,0,"247,3399065",5700
313925010,Barrinha,0,0,"37,0253909",297
313930005,Manga,73,0,"1104,3833392",16488
313930020,Nhandutiba,3,0,"845,8009124",2398
313940905,Manhuaçu,160,0,"261,8676779",65274
313940907,Dom Corrêa,15,0,"61,2116936",3261
313940911,Ponte do Silva,3,0,"52,8734631",2765
313940913,Palmeiras do Manhuaçu,0,0,"53,7499812",2061
313940914,Realeza,12,0,"27,5327040",1412
313940925,São Pedro do Avaí,11,0,"48,2904953",3841
313940930,São Sebastião do Sacramento,18,0,"88,9996082",4150
313940940,Vilanova,7,0,"13,7882005",5657
313940945,Santo Amaro de Minas,10,0,"20,0044225",3465
313950805,Manhumirim,89,0,"182,8996446",20613
313960705,Mantena,132,0,"267,4955703",23137
313960710,Barra do Ariranha,7,0,"333,9315375",2396
313960715,Limeira de Mantena,6,0,"83,7811917",1002
313970605,Maravilhas,29,0,"261,6042856",7333
313980505,Mar de Espanha,66,0,"218,9221615",12125
313980510,Engenho Novo,0,0,"57,8047269",332
313980515,Saudade,3,0,"94,8728371",264
313990405,Maria da Fé,48,0,"78,6284487",10650
313990410,Pintos Negreiros,8,0,"67,1268773",1038
313990415,São João de Maria da Fé,3,0,"16,6004053",746
313990420,Posses de Maria da Fé,4,0,"23,1688343",928
313990425,Mata do Isidoro,0,0,"17,3732130",885
314000105,Mariana,98,0,"92,9655493",45648
314000110,Bandeirantes,9,0,"74,6511178",1148
314000115,Cachoeira do Brumado,9,0,"69,4012346",2703
314000120,Camargos,0,0,"114,5816617",130
314000125,Cláudio Manuel,6,0,"133,7498890",1006
314000130,Furquim,10,0,"135,3124427",1546
314000135,Monsenhor Horta,7,0,"111,0352236",1766
314000140,Padre Viegas,7,0,"197,2813782",2241
314000145,Passagem de Mariana,15,0,"36,0173361",3798
314000150,Santa Rita Durão,3,0,"229,2118164",1401
314010005,Marilac,20,0,"158,8090715",4224
314015905,Mário Campos,49,0,"35,1964345",15900
314020905,Maripá de Minas,24,0,"77,3382924",3387
314030805,Marliéria,13,0,"313,5018718",1645
314030815,Cava Grande,9,0,"232,3108505",2947
314040705,Marmelópolis,16,0,"107,9015162",3200
314050605,Martinho Campos,49,0,"373,5068996",9370
314050610,Alberto Isaacson,7,0,"238,4745457",1525
314050615,Ibitira,13,0,"270,5096232",2603
314050620,Buriti Grande,0,0,"175,9267221",505
314053005,Martins Soares,32,0,"84,3617266",6631
314053020,Pinheiro de Minas,12,0,"28,9061302",1765
314055505,Mata Verde,34,0,"227,5389101",9112
314060505,Materlândia,18,0,"280,5304900",3963
314070405,Mateus Leme,90,0,"125,4798378",30711
314070410,Azurita,15,0,"62,9029127",3307
314070420,Serra Azul,9,0,"112,9998710",3823
314080305,Matias Barbosa,66,0,"157,0664614",14121
314085205,Matias Cardoso,21,0,"1554,1293164",7443
314085235,Rio Verde de Minas,0,0,"386,4682339",1452
314090205,Matipó,48,0,"212,6111706",16063
314090210,Padre Fialho,10,0,"54,3791490",2489
314100905,Mato Verde,39,0,"434,0752232",11423
314100910,São João do Bonito,3,0,"38,1700797",615
314110805,Matozinhos,89,0,"179,5102464",34838
314110810,Mocambeiro,3,0,"72,9431456",2780
314120705,Matutina,7,0,"260,9573275",3814
314130605,Medeiros,7,0,"946,4367869",3900
314140505,Medina,72,0,"1260,0270963",19301
314140510,Tuparecê,9,0,"175,8763318",855
314150405,Mendes Pimentel,38,0,"305,5074735",5606
314160305,Mercês,68,0,"348,2713202",10373
314170205,Mesquita,24,0,"201,4710495",4103
314170211,Barra Grande de Mesquita,5,0,"73,4671535",937
314180105,Minas Novas,26,0,"485,5708840",12087
314180106,Baixa Quente,3,0,"196,4172441",2589
314180115,Cruzinha,10,0,"217,1056511",3591
314180120,Lagoa Grande de Minas Novas,0,0,"450,9709430",3486
314180125,Ribeirão da Folha,7,0,"462,3333128",2652
314190005,Minduri,13,0,"219,7739646",3741
314200705,Mirabela,54,0,"559,6804198",11746
314200710,Muquém,3,0,"110,7766986",1044
314200720,São Bento de Mirabela,5,0,"52,8205190",861
314210605,Miradouro,31,0,"139,7439546",6335
314210610,Serrania do Brigadeiro,0,0,"41,5286013",515
314210615,Varginha de Miradouro,0,0,"24,2135575",598
314210620,Santa Cruz do Monte Alverne,0,0,"63,0920393",994
314210625,Santa Bárbara de Miradouro,0,0,"33,0941224",526
314220505,Miraí,69,0,"157,7894215",11384
314220510,Dores da Vitória,9,0,"87,2180766",1037
314220520,São José do Alegre de Miraí,0,0,"49,0530854",480
314220525,Santo Antônio do Rio Preto,4,0,"26,6348419",732
314225405,Miravânia,3,0,"401,3195524",1786
314225410,Brejão de Miravânia,0,0,"113,6653104",1067
314225415,Panelinhas,3,0,"54,4117074",543
314225420,Virgínio,6,0,"32,7316565",589
314230405,Moeda,28,0,"122,5098097",4480
314230410,Coco,0,0,"32,6018097",645
314240305,Moema,33,0,"202,7053870",7548
314250205,Monjolos,0,0,"584,5648200",1442
314250210,Rodeador,6,0,"66,3462183",727
314260105,Monsenhor Paulo,31,0,"216,5402475",8340
314270005,Montalvânia,38,0,"405,2879155",8520
314270020,Pitarana,7,0,"102,7911456",1028
314270025,São Sebastião dos Poções,3,0,"253,3146127",1462
314270030,Capitania,13,0,"742,3612560",3050
314280905,Monte Alegre de Minas,133,0,"2595,9566941",20170
314290805,Monte Azul,77,0,"1001,2959924",20328
314300505,Monte Belo,60,0,"251,7662724",10464
314300510,Juréia,9,0,"112,3185661",1532
314300515,Santa Cruz da Aparecida,6,0,"57,1982549",1050
314310405,Monte Carmelo,153,0,"1154,6972585",45050
314310410,Celso Bueno,0,0,"188,3379166",2642
314315305,Monte Formoso,14,0,"385,5527881",4381
314320305,Monte Santo de Minas,124,0,"518,0918979",19132
314320310,Milagre,14,0,"76,5402500",1758
314330205,Montes Claros,1241,0,"1715,1180880",401766
314330208,Aparecida do Mundo Novo,13,0,"129,5646431",815
314330210,Ermidinha,0,0,"137,6046481",1135
314330215,Miralta,0,0,"147,1450800",650
314330220,Nova Esperança,17,0,"179,0083792",3968
314330222,Panorâmica,0,0,"59,7972388",153
314330225,Santa Rosa de Lima,6,0,"418,1263468",2270
314330230,São João da Vereda,4,0,"349,8134357",1387
314330235,São Pedro da Garça,5,0,"238,1642855",849
314330240,Vila Nova de Minas,10,0,"215,4688543",1247
314340105,Monte Sião,91,0,"291,5937779",24089
314345005,Montezuma,34,0,"1130,4191495",6888
314350005,Morada Nova de Minas,27,0,"1655,7386616",7931
314350010,Frei Orlando,4,0,"428,5367884",1136
314360905,Morro da Garça,3,0,"414,7715675",2411
314370805,Morro do Pilar,4,0,"477,5483531",3133
314380705,Munhoz,43,0,"191,5639488",7451
314390605,Muriaé,478,0,"238,3490787",92278
314390610,Belisário,19,0,"106,8919808",1989
314390615,Boa Família,12,0,"129,3757001",2057
314390620,Bom Jesus da Cachoeira,10,0,"96,6746548",1161
314390625,Itamuri,5,0,"110,4398601",1413
314390630,Pirapanema,8,0,"103,4322279",1190
314390640,Vermelho,19,0,"56,5295116",4020
314400305,Mutum,75,0,"362,1143725",14818
314400310,Centenário,5,0,"178,9977419",1186
314400312,Imbiruçu,0,0,"116,1552106",3761
314400315,Ocidente,12,0,"152,6063528",2947
314400320,Roseiral,9,0,"215,0910747",2128
314400325,São Francisco do Humaitá,7,0,"70,1472449",1327
314400330,Santa Rita do Mutum,11,0,"155,7115512",1468
314410205,Muzambinho,138,0,"374,1217778",21255
314410210,Moçambo,0,0,"35,8257874",636
314420105,Nacip Raydan,15,0,"233,4930296",2459
314430005,Nanuque,190,0,"856,8529201",32399
314430010,Vila Pereira,0,0,"412,9619757",1200
314430015,Vila Gabriel Passos,11,0,"248,3508282",1439
314435905,Naque,25,0,"127,1729806",6303
314437505,Natalândia,13,0,"468,6595948",3520
314440905,Natércia,18,0,"188,7191795",4691
314450805,Nazareno,32,0,"341,4526678",8179
314460705,Nepomuceno,108,0,"457,4135540",23264
314460720,Nazaré de Minas,0,0,"65,4452316",683
314460725,Santo Antônio do Cruzeiro,0,0,"59,6937686",1071
314465605,Ninheira,43,0,"1108,2552121",10588
314467205,Nova Belém,13,0,"101,7382666",2481
314467220,Santo Antônio de Nova Belém,0,0,"45,0364744",670
314470605,Nova Era,48,0,"361,9260181",17438
314480505,Nova Lima,264,0,"429,3133363",111697
314490405,Nova Módica,31,0,"375,9726631",3663
314500005,Nova Ponte,29,0,"1111,0112386",14598
314505905,Nova Porteirinha,21,0,"120,9434939",6706
314510905,Nova Resende,26,0,"297,7913095",14414
314510910,Petúnia,3,0,"92,3602892",1973
314520805,Nova Serrana,64,0,"200,4483172",101473
314520810,Boa Vista de Minas,3,0,"82,0233499",4079
314530705,Novo Cruzeiro,57,0,"574,1358021",15328
314530710,Lufa,10,0,"366,8638054",2599
314530715,Novilhona,28,0,"525,8414598",7389
314530720,Queixada,7,0,"236,1402398",1659
314535605,Novo Oriente de Minas,54,0,"755,1509794",10275
314537205,Novorizonte,13,0,"233,9014350",3683
314537210,Campo Verde de Minas,0,0,"37,7087273",888
314540605,Olaria,10,0,"108,9443294",1566
314540610,São Sebastião da Vista Alegre,0,0,"69,2972261",379
314545505,Olhos-d'Água,3,0,"1477,9499298",4214
314545510,Ribeirão de Santo Agostinho,0,0,"193,7938878",480
314545515,Três Dias,5,0,"221,6112899",508
314545520,Pimenta de São Serafim,0,0,"198,7227364",183
314550505,Olímpio Noronha,3,0,"54,6329825",2555
314560405,Oliveira,134,0,"679,0677477",37172
314560410,Morro do Ferro,25,0,"218,2261274",2090
314570305,Oliveira Fortes,19,0,"111,1300282",2027
314580205,Onça de Pitangui,8,0,"170,7525478",1652
314580210,Capoeira Grande,0,0,"42,4485547",791
314580215,Jaguara de Minas,4,0,"33,7753546",526
314585105,Oratórios,21,0,"89,0677062",4917
314587705,Orizânia,32,0,"121,8001391",8437
314590105,Ouro Branco,79,0,"258,7258304",38724
314600805,Ouro Fino,136,0,"409,4625610",29004
314600810,Crisólia,8,0,"48,4317400",1724
314600815,São José do Mato Dentro,4,0,"75,8192441",1366
314610705,Ouro Preto,165,0,"112,4425568",41656
314610710,Amarantina,24,0,"65,8128782",4874
314610715,Antônio Pereira,0,0,"119,7406366",4710
314610720,Cachoeira do Campo,37,0,"57,0157094",12035
314610725,Engenheiro Correia,0,0,"45,0462772",306
314610730,Glaura,0,0,"72,9057005",1515
314610734,Lavras Novas,4,0,"43,3086834",1002
314610735,Miguel Burnier,0,0,"196,1258785",643
314610740,Rodrigo Silva,10,0,"90,0548457",1082
314610745,Santa Rita de Ouro Preto,10,0,"185,3579274",3511
314610750,Santo Antônio do Leite,0,0,"37,8615912",1817
314610752,Santo Antônio do Salto,0,0,"57,7737620",916
314610755,São Bartolomeu,4,0,"162,4186703",754
314620605,Ouro Verde de Minas,15,0,"175,4821147",5757
314625505,Padre Carvalho,8,0,"446,2747945",5058
314630505,Padre Paraíso,74,0,"544,3753762",17334
314640405,Paineiras,11,0,"484,6641949",3971
314640410,Poções de Paineiras,0,0,"152,6446727",253
314650305,Pains,23,0,"296,4870474",7395
314650310,Vila Costina,0,0,"125,3751561",747
314655205,Pai Pedro,4,0,"562,7689394",4537
314655225,Vila Sudário,0,0,"277,0362452",1014
314660205,Paiva,5,0,"58,4186455",1474
314670105,Palma,44,0,"155,8070567",4444
314670110,Cisneiros,3,0,"71,8104455",599
314670115,Itapiruçu,4,0,"88,8586158",664
314675005,Palmópolis,21,0,"280,5992713",4942
314675010,Dois de Abril,3,0,"152,5546385",1359
314690905,Papagaios,27,0,"553,5766577",13920
314700605,Paracatu,288,0,"8231,0289715",94023
314710505,Pará de Minas,232,0,"283,8982623",89645
314710510,Ascensão,8,0,"50,1819516",2586
314710515,Carioca,0,0,"63,9176420",784
314710520,Córrego do Barro,0,0,"89,1648288",506
314710522,Tavares de Minas,7,0,"35,0380653",1506
314710525,Torneiros,9,0,"29,0463509",2112
314720405,Paraguaçu,135,0,"334,3976668",20935
314720410,Guaipava,4,0,"89,8983799",788
314730305,Paraisópolis,88,0,"262,4577642",19264
314730310,Costas,7,0,"68,7797974",1181
314740205,Paraopeba,28,0,"625,6306686",24107
314750105,Passabém,11,0,"94,1825981",1600
